,cve_ent,poblacion,Nom_Ent,nom_mun,Total,semana f,semana g,semana 0,semana 1,semana 2,semana 3,semana 4,semana 5,semana 6,semana 7,semana 8,semana 9,semana 10,semana 11,semana 12,semana 13,semana 14,semana 15,semana 16,semana 17,semana 18,semana 19,semana 20,semana 21,semana 22,semana 23,semana 24,semana 25,semana 26,semana 27,semana 28,semana 29,semana 30,semana 31,semana 32,semana 33,semana 34,semana 35,semana 36,semana 37,semana 38,semana 39,semana 40,semana 41,semana 42,semana 43,semana 44,semana 45,semana 46,semana 47,semana 48,semana 49,semana 50,semana 51,semana 52,semana 53,semana 54,semana 55,semana 56,semana 57,semana 58,semana 59,semana 60,semana 61,semana 62
87,7008,30925,Chiapas,Angel Albino Corzo,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
88,7009,44264,Chiapas,Arriaga,90,0,0,0,0,0,0,0,0,1,0,2,1,4,7,17,6,3,3,7,4,2,2,0,0,3,2,0,1,0,0,0,0,4,0,0,0,1,1,0,0,2,0,1,3,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,4,1,0,1,0,0
89,7010,8324,Chiapas,Bejucal de Ocampo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,7011,22028,Chiapas,Bella Vista,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,7012,56971,Chiapas,Berriozábal,122,0,0,0,0,0,0,0,0,0,3,0,1,5,6,11,4,4,7,6,3,1,1,6,1,1,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,3,2,1,2,4,7,6,5,4,4,5,2,1,0,1,1,0,1,1,1,1,0,0
92,7013,38101,Chiapas,Bochil,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,3,11,5,0,1,1,3,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,7014,24374,Chiapas,El Bosque,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,7015,50439,Chiapas,Cacahoatán,69,0,0,0,0,0,0,0,1,0,2,1,0,2,1,2,1,5,3,7,0,1,4,3,3,0,2,1,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,3,0,0,1,2,1,1,0,4,0,2,1,2,1
95,7016,19006,Chiapas,Catazajá,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,7017,93518,Chiapas,Cintalapa,69,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,1,1,2,2,5,3,9,0,3,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,2,5,1,4,2,1,0,2,5,0,0,0,0,0,0,2,0,1,1
97,7018,10035,Chiapas,Coapilla,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7019,170498,Chiapas,Comitán de Domínguez,359,0,0,0,0,0,0,1,2,1,1,2,4,4,12,21,31,20,9,8,6,12,27,16,10,19,17,12,5,16,7,3,5,6,0,0,3,1,0,4,4,1,8,4,8,7,1,1,1,0,8,1,4,1,1,0,2,3,2,0,5,5,6,1,0,0
99,7020,50535,Chiapas,La Concordia,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,0,4,2,1,0,0,3,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
100,7021,24030,Chiapas,Copainalá,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
101,7022,18016,Chiapas,Chalchihuitán,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
102,7023,95357,Chiapas,Chamula,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,7024,13332,Chiapas,Chanal,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,7025,8248,Chiapas,Chapultenango,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,7026,43453,Chiapas,Chenalhó,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
106,7027,111223,Chiapas,Chiapa de Corzo,247,0,0,0,0,0,1,0,1,2,2,2,3,13,11,35,21,26,12,2,7,4,3,3,2,3,0,2,1,2,1,2,0,0,0,0,0,1,0,2,2,3,1,3,2,3,9,5,11,7,8,3,3,3,1,2,1,2,4,0,1,1,0,3,4,1
107,7028,6406,Chiapas,Chiapilla,9,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,7029,5605,Chiapas,Chicoasén,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,7030,38122,Chiapas,Chicomuselo,19,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,5,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,7031,140023,Chiapas,Chilón,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,7032,34628,Chiapas,Escuintla,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,7033,8278,Chiapas,Francisco León,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,7034,80805,Chiapas,Frontera Comalapa,48,0,0,0,0,0,0,0,0,1,0,1,1,4,4,2,6,6,1,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
114,7035,15741,Chiapas,Frontera Hidalgo,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,3,4,0,1,2,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
115,7036,7882,Chiapas,La Grandeza,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,7037,38185,Chiapas,Huehuetán,47,0,0,0,0,0,0,0,0,0,0,1,0,3,2,9,6,2,6,4,2,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
117,7038,25616,Chiapas,Huixtán,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7039,25161,Chiapas,Huitiupán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,7040,59209,Chiapas,Huixtla,192,0,0,0,0,0,0,0,0,1,0,0,0,7,18,19,19,20,3,7,2,3,25,13,10,7,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,1,3,2,2,0,1,1,2,1,1,4,2,0,1,3,2
120,7041,49602,Chiapas,La Independencia,17,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
121,7042,12317,Chiapas,Ixhuatán,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7043,11777,Chiapas,Ixtacomitán,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,7044,29778,Chiapas,Ixtapa,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,7045,5988,Chiapas,Ixtapangajoya,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
125,7046,43292,Chiapas,Jiquipilas,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,0,0,1,1,2,1,0,0,0,0,0
126,7047,22619,Chiapas,Jitotol,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
127,7048,23527,Chiapas,Juárez,45,0,0,0,0,0,0,0,0,0,1,0,1,3,1,5,3,1,1,5,3,1,1,1,1,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1
128,7049,25725,Chiapas,Larráinzar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,7050,5424,Chiapas,La Libertad,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,1,3,0,1,0,0,0,0,0,1
130,7051,51875,Chiapas,Mapastepec,75,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,9,8,2,0,0,17,0,14,9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
131,7052,134759,Chiapas,Las Margaritas,93,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,3,4,4,2,31,2,0,4,3,3,3,4,6,0,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
132,7053,8552,Chiapas,Mazapa de Madero,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
133,7054,31856,Chiapas,Mazatán,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1,1,4,0,0,1,0,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,2,2,0
134,7055,6191,Chiapas,Metapa,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
135,7056,13286,Chiapas,Mitontic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
136,7057,79732,Chiapas,Motozintla,71,0,0,0,0,0,0,0,0,0,2,1,1,0,3,8,13,4,6,7,3,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,3,1,0,1,0,0
137,7058,4726,Chiapas,Nicolás Ruíz,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,7059,239322,Chiapas,Ocosingo,152,0,0,0,0,0,0,0,2,2,4,2,3,8,13,7,7,7,5,4,6,1,2,5,5,4,0,4,0,1,2,1,1,1,1,0,0,1,0,1,1,0,2,3,5,2,0,2,2,1,4,0,1,4,0,3,6,7,1,0,4,2,0,2,0,0
139,7060,13773,Chiapas,Ocotepec,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,7061,100318,Chiapas,Ocozocoautla de Espinosa,200,0,0,0,0,0,0,0,0,0,1,1,2,4,1,4,16,19,14,17,14,9,8,6,8,1,0,2,1,3,1,2,2,0,0,1,0,2,0,1,2,1,2,0,3,1,0,2,3,7,4,3,3,4,5,4,3,3,5,0,2,1,0,1,1,0
141,7062,19969,Chiapas,Ostuacán,16,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,7063,4110,Chiapas,Osumacinta,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,7064,51731,Chiapas,Oxchuc,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
144,7065,131491,Chiapas,Palenque,213,0,0,0,0,0,1,0,0,3,5,6,13,12,7,4,11,9,10,14,9,4,6,1,5,5,3,5,1,2,5,6,1,1,1,3,0,1,1,2,2,3,3,4,3,3,1,2,1,1,3,3,6,1,0,2,1,4,0,1,1,6,3,0,2,0
145,7066,24107,Chiapas,Pantelhó,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
146,7067,13370,Chiapas,Pantepec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,7068,34340,Chiapas,Pichucalco,145,0,0,0,0,0,0,0,0,0,2,2,1,4,6,16,10,13,4,7,4,8,5,3,4,4,3,7,2,0,4,2,4,5,1,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,6,1,1,1,1,0,0,0,0,0,0,2,5,0,1,0
148,7069,58167,Chiapas,Pijijiapan,47,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,5,1,4,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,2,1,1,0,2,4,0,0,0,0
149,7070,15501,Chiapas,El Porvenir,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,7071,31522,Chiapas,Villa Comaltitlán,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
151,7072,35144,Chiapas,Pueblo Nuevo Solistahuacán,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
152,7073,10564,Chiapas,Rayón,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153,7074,49480,Chiapas,Reforma,232,0,0,0,0,0,0,0,1,1,2,6,10,15,14,4,9,4,3,6,11,10,7,7,4,5,7,4,2,4,2,2,4,3,0,0,3,1,0,4,3,0,2,5,2,3,2,5,4,16,8,3,6,4,0,0,3,2,4,1,0,1,2,1,0,0
154,7075,30874,Chiapas,Las Rosas,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0,0,0,0
155,7076,29348,Chiapas,Sabanilla,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,7077,68779,Chiapas,Salto de Agua,20,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,1,3,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157,7078,231345,Chiapas,San Cristóbal de las Casas,594,0,0,0,0,0,3,1,3,1,6,8,24,29,38,49,28,28,34,21,16,17,29,6,10,8,6,5,3,1,2,6,3,3,2,4,0,3,1,5,2,5,7,4,5,7,2,14,6,5,24,11,7,4,4,4,5,3,5,6,18,5,10,17,8,3
158,7079,42939,Chiapas,San Fernando,43,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,3,2,2,0,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,1,1,1,0,0
159,7080,39536,Chiapas,Siltepec,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160,7081,48046,Chiapas,Simojovel,17,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,7082,15524,Chiapas,Sitalá,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,7083,20161,Chiapas,Socoltenango,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
163,7084,8812,Chiapas,Solosuchiapa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,7085,11749,Chiapas,Soyaló,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,7086,26510,Chiapas,Suchiapa,28,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,5,2,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,7087,42201,Chiapas,Suchiate,26,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,3,3,3,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
167,7088,2601,Chiapas,Sunuapa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,7089,384312,Chiapas,Tapachula,1918,0,0,0,0,0,1,4,0,2,9,18,26,60,103,136,139,120,94,98,52,19,62,45,30,35,21,30,24,19,16,11,24,21,20,23,8,5,3,7,3,4,5,7,8,18,12,44,43,37,49,29,33,20,20,20,34,20,30,32,51,27,26,30,22,9
169,7090,4346,Chiapas,Tapalapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,7091,14197,Chiapas,Tapilula,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,7092,45447,Chiapas,Tecpatán,28,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,2,0,1,1,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
172,7093,47721,Chiapas,Tenejapa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,7094,47217,Chiapas,Teopisca,11,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174,7096,85507,Chiapas,Tila,19,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,7097,97839,Chiapas,Tonalá,266,0,0,0,0,0,0,0,1,4,4,9,3,4,5,10,12,22,10,12,14,9,8,5,10,10,5,4,1,2,7,1,1,0,3,2,0,1,1,1,0,0,3,4,4,4,3,7,7,6,11,5,4,0,3,5,10,2,2,3,1,0,0,1,0,0
