,cve_ent,poblacion,Nom_Ent,nom_mun,Total,febrero20,marzo20,abril20,mayo20,junio20,julio20,agosto20,septiembre20,octubre20,noviembre20,diciembre20,enero21,febrero21,marzo21
2131,30052,12835,Veracruz de Ignacio de la Llave,Cuichapa,54,0,0,0,1,4,14,8,5,1,6,2,10,3,0
2132,30053,29555,Veracruz de Ignacio de la Llave,Cuitláhuac,71,0,0,2,7,9,17,4,2,3,3,4,16,4,0
2133,30054,13110,Veracruz de Ignacio de la Llave,Chacaltianguis,40,0,0,1,3,2,16,6,5,0,0,0,5,2,0
2134,30055,14137,Veracruz de Ignacio de la Llave,Chalma,25,0,0,0,2,6,2,3,2,0,0,3,6,1,0
2135,30056,7031,Veracruz de Ignacio de la Llave,Chiconamel,10,0,0,0,0,3,1,1,0,2,0,0,3,0,0
2136,30057,14791,Veracruz de Ignacio de la Llave,Chiconquiaco,10,0,0,0,2,0,4,3,0,0,0,1,0,0,0
2137,30058,58611,Veracruz de Ignacio de la Llave,Chicontepec,108,0,0,0,0,18,36,5,1,3,10,12,20,3,0
2138,30059,17075,Veracruz de Ignacio de la Llave,Chinameca,24,0,0,1,1,10,3,2,1,0,2,2,0,2,0
2139,30060,17492,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,6,0,0,1,0,2,1,1,0,0,0,0,1,0,0
2140,30061,85144,Veracruz de Ignacio de la Llave,Las Choapas,246,0,0,1,28,80,66,15,10,9,4,3,14,14,2
2141,30062,22053,Veracruz de Ignacio de la Llave,Chocamán,57,0,0,0,3,5,20,3,2,2,0,2,10,9,1
2142,30063,15234,Veracruz de Ignacio de la Llave,Chontla,8,0,0,0,2,0,2,2,0,0,1,0,0,1,0
2143,30064,4095,Veracruz de Ignacio de la Llave,Chumatlán,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2144,30065,84197,Veracruz de Ignacio de la Llave,Emiliano Zapata,297,0,0,7,6,38,57,51,25,12,18,10,51,18,4
2145,30066,28537,Veracruz de Ignacio de la Llave,Espinal,39,0,0,0,3,3,10,3,1,2,5,2,8,2,0
2146,30067,19443,Veracruz de Ignacio de la Llave,Filomeno Mata,4,0,0,0,1,0,1,2,0,0,0,0,0,0,0
2147,30068,70428,Veracruz de Ignacio de la Llave,Fortín,930,0,2,7,25,154,224,93,78,46,44,59,146,48,4
2148,30069,25874,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,110,0,0,0,4,13,14,16,11,10,2,8,27,5,0
2149,30070,19739,Veracruz de Ignacio de la Llave,Hidalgotitlán,11,0,0,0,0,0,2,2,3,0,0,0,3,1,0
2150,30071,63649,Veracruz de Ignacio de la Llave,Huatusco,99,0,0,0,8,9,10,16,7,7,10,6,14,12,0
2151,30072,22587,Veracruz de Ignacio de la Llave,Huayacocotla,39,0,0,0,3,2,2,5,2,0,4,7,13,1,0
2152,30073,45332,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,55,0,0,1,3,7,7,5,8,2,0,1,13,8,0
2153,30074,7636,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,96,0,0,0,0,6,32,16,11,7,1,1,10,10,2
2154,30075,18267,Veracruz de Ignacio de la Llave,Ignacio de la Llave,26,0,0,0,2,3,2,5,3,0,1,1,6,3,0
2155,30076,14240,Veracruz de Ignacio de la Llave,Ilamatlán,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2156,30077,45440,Veracruz de Ignacio de la Llave,Isla,129,0,0,0,11,22,40,22,4,5,3,0,15,5,2
2157,30078,14148,Veracruz de Ignacio de la Llave,Ixcatepec,13,0,0,0,0,2,2,2,0,2,0,1,2,2,0
2158,30079,11998,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,5,0,0,0,0,0,1,0,1,1,0,1,1,0,0
2159,30080,23980,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,27,0,0,1,0,4,2,6,4,0,2,3,2,3,0
2160,30081,27351,Veracruz de Ignacio de la Llave,Ixhuatlancillo,246,0,0,1,6,14,61,31,19,31,18,20,28,16,1
2161,30082,16524,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,89,0,0,2,10,18,18,4,0,0,1,1,26,9,0
2162,30083,56503,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,34,0,0,1,2,8,3,2,2,2,1,1,7,4,1
2163,30084,6067,Veracruz de Ignacio de la Llave,Ixmatlahuacan,19,0,0,0,1,7,6,2,1,0,0,1,1,0,0
2164,30085,72556,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,786,0,1,4,14,67,172,123,97,54,49,46,96,50,13
2165,30086,46453,Veracruz de Ignacio de la Llave,Jalacingo,44,0,0,2,2,10,5,4,3,5,2,2,7,2,0
2166,30087,513443,Veracruz de Ignacio de la Llave,Xalapa,4420,0,3,13,95,385,915,535,330,203,157,298,914,460,112
2167,30088,5378,Veracruz de Ignacio de la Llave,Jalcomulco,7,0,0,0,0,0,2,1,0,1,0,1,2,0,0
2168,30089,43828,Veracruz de Ignacio de la Llave,Jáltipan,189,0,0,5,20,51,34,6,12,2,5,5,32,17,0
2169,30090,11971,Veracruz de Ignacio de la Llave,Jamapa,41,0,0,2,6,5,3,6,2,6,2,2,2,5,0
2170,30091,30389,Veracruz de Ignacio de la Llave,Jesús Carranza,19,0,0,0,0,1,5,2,4,1,1,1,1,3,0
2171,30092,40406,Veracruz de Ignacio de la Llave,Xico,79,0,0,1,5,12,18,14,8,2,0,1,7,9,2
2172,30093,17572,Veracruz de Ignacio de la Llave,Jilotepec,58,0,0,0,1,8,11,9,3,4,5,2,7,8,0
2173,30094,41108,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,57,0,0,0,2,5,22,5,10,0,2,2,6,3,0
2174,30095,16662,Veracruz de Ignacio de la Llave,Juchique de Ferrer,13,0,0,0,0,2,3,1,2,0,0,0,3,2,0
2175,30096,1671,Veracruz de Ignacio de la Llave,Landero y Coss,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2176,30097,20987,Veracruz de Ignacio de la Llave,Lerdo de Tejada,203,0,0,2,13,27,34,19,24,9,4,12,47,12,0
2177,30098,3240,Veracruz de Ignacio de la Llave,Magdalena,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2178,30099,18845,Veracruz de Ignacio de la Llave,Maltrata,65,0,0,2,0,4,17,9,12,1,0,4,12,4,0
2179,30100,24849,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,106,0,0,0,18,11,25,8,8,6,4,4,12,9,1
2180,30101,38503,Veracruz de Ignacio de la Llave,Mariano Escobedo,379,0,0,2,3,32,106,62,38,43,14,27,35,17,0
2181,30102,111164,Veracruz de Ignacio de la Llave,Martínez de la Torre,737,0,0,5,31,83,251,75,33,29,20,27,108,63,12
2182,30103,12950,Veracruz de Ignacio de la Llave,Mecatlán,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2183,30104,17526,Veracruz de Ignacio de la Llave,Mecayapan,7,0,0,0,1,1,1,0,2,1,0,0,1,0,0
2184,30105,83280,Veracruz de Ignacio de la Llave,Medellín de Bravo,623,0,1,9,69,67,87,76,64,32,34,34,86,48,16
2185,30106,4928,Veracruz de Ignacio de la Llave,Miahuatlán,15,0,0,1,0,1,8,2,1,0,0,1,0,1,0
2186,30107,3130,Veracruz de Ignacio de la Llave,Las Minas,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2187,30108,164357,Veracruz de Ignacio de la Llave,Minatitlán,1642,0,0,28,192,274,227,113,130,137,127,96,202,99,17
2188,30109,67752,Veracruz de Ignacio de la Llave,Misantla,161,0,0,6,5,6,46,19,14,5,0,3,41,15,1
2189,30110,12205,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2190,30111,18117,Veracruz de Ignacio de la Llave,Moloacán,56,0,0,0,5,11,22,4,3,0,3,0,1,6,1
2191,30112,22956,Veracruz de Ignacio de la Llave,Naolinco,50,0,0,0,1,5,10,14,3,1,0,3,9,3,1
2192,30113,4817,Veracruz de Ignacio de la Llave,Naranjal,14,0,0,0,1,3,1,0,2,1,0,2,1,3,0
2193,30114,11519,Veracruz de Ignacio de la Llave,Nautla,17,0,0,0,1,1,4,0,1,1,0,2,4,3,0
2194,30115,39768,Veracruz de Ignacio de la Llave,Nogales,640,0,0,1,6,39,164,111,48,60,44,41,75,47,4
2195,30116,17291,Veracruz de Ignacio de la Llave,Oluta,37,0,0,1,1,6,10,3,3,2,0,1,4,6,0
2196,30117,25159,Veracruz de Ignacio de la Llave,Omealca,41,0,0,0,2,2,12,5,3,3,3,3,7,1,0
2197,30118,134420,Veracruz de Ignacio de la Llave,Orizaba,3213,0,0,15,60,227,771,555,319,305,172,231,351,181,26
2198,30119,5971,Veracruz de Ignacio de la Llave,Otatitlán,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2199,30120,17084,Veracruz de Ignacio de la Llave,Oteapan,22,0,0,2,1,6,5,1,0,1,1,2,2,1,0
2200,30121,24470,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,24,0,0,0,1,3,3,2,5,1,2,3,3,1,0
2201,30122,18172,Veracruz de Ignacio de la Llave,Pajapan,6,0,0,1,0,1,0,2,0,0,1,0,0,1,0
2202,30123,105926,Veracruz de Ignacio de la Llave,Pánuco,755,0,0,2,12,47,186,128,129,54,35,46,82,28,6
2203,30124,166496,Veracruz de Ignacio de la Llave,Papantla,689,0,0,12,61,89,109,76,51,42,64,51,95,39,0
2204,30125,33345,Veracruz de Ignacio de la Llave,Paso del Macho,57,0,0,0,5,5,10,10,9,5,4,3,5,0,1
2205,30126,35445,Veracruz de Ignacio de la Llave,Paso de Ovejas,190,0,0,0,7,22,26,29,16,21,13,14,27,13,2
2206,30127,28959,Veracruz de Ignacio de la Llave,La Perla,16,0,0,0,2,2,2,1,2,0,0,2,2,3,0
2207,30128,76977,Veracruz de Ignacio de la Llave,Perote,355,0,1,3,20,60,80,36,19,10,17,22,59,22,6
2208,30129,19132,Veracruz de Ignacio de la Llave,Platón Sánchez,23,0,0,0,0,1,6,3,0,1,0,3,8,1,0
2209,30130,39712,Veracruz de Ignacio de la Llave,Playa Vicente,61,0,0,0,6,15,10,8,10,3,2,0,2,5,0
2210,30131,217773,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,3562,0,5,68,340,241,473,334,290,211,295,522,621,145,17
2211,30132,20667,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,32,0,0,0,1,2,9,6,4,2,1,1,4,2,0
2212,30133,60978,Veracruz de Ignacio de la Llave,Pueblo Viejo,163,0,0,1,8,17,46,19,18,6,9,11,14,14,0
2213,30134,23890,Veracruz de Ignacio de la Llave,Puente Nacional,194,0,0,2,5,26,47,33,20,12,8,14,19,8,0
2214,30135,24439,Veracruz de Ignacio de la Llave,Rafael Delgado,169,0,0,1,0,16,35,25,27,8,7,18,18,11,3
2215,30136,8510,Veracruz de Ignacio de la Llave,Rafael Lucio,19,0,0,0,2,2,6,3,2,0,0,1,1,1,1
2216,30137,6200,Veracruz de Ignacio de la Llave,Los Reyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,30138,44568,Veracruz de Ignacio de la Llave,Río Blanco,944,0,0,2,19,70,212,149,103,86,55,70,129,44,5
2218,30139,6526,Veracruz de Ignacio de la Llave,Saltabarranca,19,0,0,1,0,0,1,2,2,1,0,2,4,4,2
2219,30140,3097,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0
2220,30141,173149,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,671,0,0,7,29,179,110,30,23,17,31,38,132,61,14
2221,30142,35607,Veracruz de Ignacio de la Llave,San Juan Evangelista,19,0,0,0,1,0,5,1,2,0,1,1,6,2,0
2222,30143,60542,Veracruz de Ignacio de la Llave,Santiago Tuxtla,117,0,0,7,11,32,24,5,7,2,2,1,16,10,0
2223,30144,34331,Veracruz de Ignacio de la Llave,Sayula de Alemán,28,0,0,0,5,4,8,2,1,1,0,0,3,4,0
2224,30145,17083,Veracruz de Ignacio de la Llave,Soconusco,16,0,0,1,0,2,7,0,1,0,1,1,2,1,0
2225,30146,3839,Veracruz de Ignacio de la Llave,Sochiapa,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0
2226,30147,24269,Veracruz de Ignacio de la Llave,Soledad Atzompa,9,0,0,0,2,0,1,0,2,0,0,1,2,0,1
2227,30148,29150,Veracruz de Ignacio de la Llave,Soledad de Doblado,99,0,0,0,11,15,22,8,13,5,2,3,15,5,0
2228,30149,36043,Veracruz de Ignacio de la Llave,Soteapan,7,0,0,0,1,0,5,0,0,0,0,1,0,0,0
2229,30150,12233,Veracruz de Ignacio de la Llave,Tamalín,10,0,0,0,1,1,1,0,1,0,1,2,2,1,0
2230,30151,24459,Veracruz de Ignacio de la Llave,Tamiahua,31,0,0,1,2,2,6,4,2,4,0,2,4,4,0
2231,30152,13099,Veracruz de Ignacio de la Llave,Tampico Alto,19,0,0,0,0,1,2,3,1,3,0,3,4,2,0
2232,30153,6072,Veracruz de Ignacio de la Llave,Tancoco,8,0,0,0,0,1,2,0,0,1,1,2,1,0,0
2233,30154,13662,Veracruz de Ignacio de la Llave,Tantima,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0
2234,30155,109017,Veracruz de Ignacio de la Llave,Tantoyuca,126,0,1,2,4,14,30,13,12,7,5,12,19,6,1
2235,30156,6179,Veracruz de Ignacio de la Llave,Tatatila,5,0,0,0,0,0,2,1,0,1,1,0,0,0,0
2236,30157,20752,Veracruz de Ignacio de la Llave,Castillo de Teayo,30,0,0,0,1,0,1,1,1,4,7,3,7,5,0
2237,30158,25352,Veracruz de Ignacio de la Llave,Tecolutla,55,0,0,0,1,6,9,5,2,2,6,7,11,6,0
2238,30159,27267,Veracruz de Ignacio de la Llave,Tehuipango,11,0,0,0,0,0,0,1,0,0,0,0,6,3,1
2239,30160,110365,Veracruz de Ignacio de la Llave,Álamo Temapache,232,0,0,1,9,29,46,20,28,20,12,20,28,19,0
2240,30161,37410,Veracruz de Ignacio de la Llave,Tempoal,66,0,0,0,0,15,17,10,5,2,2,4,6,5,0
2241,30162,7081,Veracruz de Ignacio de la Llave,Tenampa,5,0,0,0,0,0,1,0,1,1,0,0,1,1,0
2242,30163,5425,Veracruz de Ignacio de la Llave,Tenochtitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,30164,17551,Veracruz de Ignacio de la Llave,Teocelo,47,0,0,0,2,6,12,3,1,2,1,2,9,7,2
2244,30165,8888,Veracruz de Ignacio de la Llave,Tepatlaxco,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2245,30166,10147,Veracruz de Ignacio de la Llave,Tepetlán,9,0,0,0,1,0,1,0,0,0,0,1,4,2,0
2246,30167,15415,Veracruz de Ignacio de la Llave,Tepetzintla,17,0,0,0,0,0,3,2,1,1,1,2,5,2,0
2247,30168,15968,Veracruz de Ignacio de la Llave,Tequila,15,0,0,0,0,1,1,7,1,2,0,0,1,0,2
2248,30169,24096,Veracruz de Ignacio de la Llave,José Azueta,120,0,0,4,2,23,44,10,2,8,1,3,11,10,2
2249,30170,11527,Veracruz de Ignacio de la Llave,Texcatepec,5,0,0,0,0,0,2,0,1,0,0,1,1,0,0
2250,30171,5630,Veracruz de Ignacio de la Llave,Texhuacán,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
2251,30172,21798,Veracruz de Ignacio de la Llave,Texistepec,17,0,0,0,1,2,5,1,0,0,0,3,5,0,0
2252,30173,59388,Veracruz de Ignacio de la Llave,Tezonapa,60,0,0,1,2,12,26,8,2,2,0,2,5,0,0
2253,30174,110811,Veracruz de Ignacio de la Llave,Tierra Blanca,397,0,0,7,20,106,133,38,15,6,1,16,26,28,1
2254,30175,100967,Veracruz de Ignacio de la Llave,Tihuatlán,430,0,0,6,34,26,61,47,44,26,39,47,70,29,1
2255,30176,5182,Veracruz de Ignacio de la Llave,Tlacojalpan,14,0,0,0,0,0,9,1,0,1,1,0,1,1,0
2256,30177,11825,Veracruz de Ignacio de la Llave,Tlacolulan,17,0,0,0,0,3,1,3,7,0,0,0,2,0,1
2257,30178,14121,Veracruz de Ignacio de la Llave,Tlacotalpan,79,0,1,2,3,7,23,11,14,2,4,2,2,5,3
2258,30179,4156,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2259,30180,12158,Veracruz de Ignacio de la Llave,Tlachichilco,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2260,30181,40083,Veracruz de Ignacio de la Llave,Tlalixcoyan,99,0,0,0,9,14,18,14,15,3,3,8,9,4,2
2261,30182,19767,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,57,0,0,1,1,5,10,15,7,4,0,4,8,2,0
2262,30183,65087,Veracruz de Ignacio de la Llave,Tlapacoyan,120,0,0,0,7,12,50,7,1,4,9,1,17,11,1
2263,30184,8035,Veracruz de Ignacio de la Llave,Tlaquilpa,7,0,0,0,0,0,2,0,1,1,0,0,1,2,0
2264,30185,5584,Veracruz de Ignacio de la Llave,Tlilapan,26,0,0,0,0,2,8,2,3,2,1,1,5,2,0
2265,30186,7326,Veracruz de Ignacio de la Llave,Tomatlán,16,0,0,0,1,1,4,3,1,0,3,0,2,1,0
2266,30187,6001,Veracruz de Ignacio de la Llave,Tonayán,7,0,0,0,0,0,2,3,0,0,0,0,0,2,0
2267,30188,18306,Veracruz de Ignacio de la Llave,Totutla,8,0,0,1,1,1,1,1,0,1,0,0,1,0,1
2268,30189,169763,Veracruz de Ignacio de la Llave,Tuxpan,1661,0,0,7,113,228,292,158,252,168,108,98,150,73,14
2269,30190,2358,Veracruz de Ignacio de la Llave,Tuxtilla,16,0,0,0,0,0,7,0,1,1,0,0,3,3,1
2270,30191,32478,Veracruz de Ignacio de la Llave,Ursulo Galván,309,0,0,1,14,25,75,69,32,15,20,27,25,5,1
2271,30192,21319,Veracruz de Ignacio de la Llave,Vega de Alatorre,58,0,0,0,2,5,15,7,7,3,1,3,6,6,3
2272,30193,626918,Veracruz de Ignacio de la Llave,Veracruz,11454,0,10,310,1547,1632,1922,1333,1011,602,389,580,1367,618,133
2273,30194,12406,Veracruz de Ignacio de la Llave,Villa Aldama,31,0,0,0,6,5,8,1,2,2,0,0,6,1,0
2274,30195,5685,Veracruz de Ignacio de la Llave,Xoxocotla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,30196,18981,Veracruz de Ignacio de la Llave,Yanga,45,0,0,0,2,7,10,3,2,1,4,5,9,2,0
2276,30197,12549,Veracruz de Ignacio de la Llave,Yecuatla,11,0,0,0,0,2,2,1,0,0,0,0,4,1,1
2277,30198,7530,Veracruz de Ignacio de la Llave,Zacualpan,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0
2278,30199,11884,Veracruz de Ignacio de la Llave,Zaragoza,6,0,0,0,0,3,1,0,0,0,0,0,1,0,1
2279,30200,14056,Veracruz de Ignacio de la Llave,Zentla,4,0,0,0,0,1,0,0,0,1,0,0,2,0,0
2280,30201,45823,Veracruz de Ignacio de la Llave,Zongolica,192,0,0,0,2,15,31,62,38,9,4,9,9,12,1
2281,30202,15258,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2282,30203,15708,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,8,0,0,0,0,0,2,2,0,1,1,0,1,1,0
2283,30204,50680,Veracruz de Ignacio de la Llave,Agua Dulce,232,0,0,3,25,39,55,31,15,3,8,5,34,14,0
2284,30205,20600,Veracruz de Ignacio de la Llave,El Higo,97,0,0,0,0,6,23,24,13,7,3,3,14,3,1
2285,30206,31215,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,281,0,0,3,31,66,60,12,9,8,8,17,48,18,1
2286,30207,48712,Veracruz de Ignacio de la Llave,Tres Valles,277,0,0,2,6,41,103,55,15,4,5,9,23,14,0
2287,30208,25991,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,183,0,0,1,8,35,62,25,2,19,12,7,5,6,1
2288,30209,16248,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,5,0,0,0,1,0,2,0,0,0,0,1,0,1,0
2289,30210,30449,Veracruz de Ignacio de la Llave,Uxpanapa,49,0,0,0,2,5,11,5,4,1,4,4,3,8,2
2290,30211,31464,Veracruz de Ignacio de la Llave,San Rafael,91,0,0,0,3,8,20,7,2,2,5,15,17,12,0
2291,30212,15037,Veracruz de Ignacio de la Llave,Santiago Sochiapan,8,0,0,0,0,0,0,5,0,0,1,2,0,0,0
2292,31001,7035,Yucatán,Abalá,48,0,0,1,1,0,1,6,10,14,7,3,1,4,0
2293,31002,17390,Yucatán,Acanceh,116,0,0,1,16,29,17,14,6,4,4,1,11,9,4
2294,31003,11877,Yucatán,Akil,63,0,0,1,4,15,7,13,4,6,7,0,2,4,0
2295,31004,6406,Yucatán,Baca,47,0,0,2,3,10,8,4,2,0,1,5,3,6,3
2296,31005,2349,Yucatán,Bokobá,33,0,0,0,3,5,13,1,1,0,0,9,1,0,0
2297,31006,9560,Yucatán,Buctzotz,149,0,0,0,6,28,21,35,22,13,2,1,4,17,0
2298,31007,7768,Yucatán,Cacalchén,38,0,0,1,2,12,11,2,0,1,3,2,2,2,0
2299,31008,4328,Yucatán,Calotmul,15,0,0,1,0,4,1,4,1,1,0,1,2,0,0
2300,31009,4994,Yucatán,Cansahcab,32,0,0,0,0,5,8,3,2,3,2,6,2,1,0
2301,31010,2684,Yucatán,Cantamayec,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2302,31011,8260,Yucatán,Celestún,46,0,0,0,0,1,24,16,1,1,0,1,0,2,0
2303,31012,4194,Yucatán,Cenotillo,25,0,0,1,0,0,3,2,8,2,2,4,0,3,0
2304,31013,11891,Yucatán,Conkal,91,0,0,4,3,9,19,11,18,5,3,5,4,7,3
2305,31014,1724,Yucatán,Cuncunul,38,0,0,0,0,1,11,4,2,8,4,5,3,0,0
2306,31015,5555,Yucatán,Cuzamá,12,0,0,0,0,1,4,3,2,1,0,0,1,0,0
2307,31016,3197,Yucatán,Chacsinkín,9,0,0,0,1,0,0,2,3,2,0,0,0,1,0
2308,31017,4896,Yucatán,Chankom,36,0,0,0,4,0,7,2,3,3,5,0,10,1,1
2309,31018,3388,Yucatán,Chapab,46,0,0,0,5,5,16,13,0,1,1,2,1,2,0
2310,31019,39000,Yucatán,Chemax,195,0,0,4,14,19,25,18,47,35,6,11,9,5,2
2311,31020,4805,Yucatán,Chicxulub Pueblo,26,0,0,0,5,6,5,3,2,1,0,2,0,2,0
2312,31021,8960,Yucatán,Chichimilá,108,0,0,0,2,2,11,14,12,13,8,20,16,10,0
2313,31022,4448,Yucatán,Chikindzonot,24,0,0,3,9,1,3,1,1,0,0,6,0,0,0
2314,31023,5070,Yucatán,Chocholá,26,0,0,1,8,7,3,5,1,0,0,0,1,0,0
2315,31024,3500,Yucatán,Chumayel,27,0,0,0,1,1,9,10,2,2,1,0,1,0,0
2316,31025,5690,Yucatán,Dzán,55,0,0,0,1,5,13,22,11,1,1,0,1,0,0
2317,31026,3981,Yucatán,Dzemul,22,0,0,0,1,7,2,1,1,0,3,1,4,2,0
2318,31027,8874,Yucatán,Dzidzantún,53,0,0,2,1,3,2,4,7,6,1,2,15,9,1
2319,31028,2892,Yucatán,Dzilam de Bravo,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0
2320,31029,6543,Yucatán,Dzilam González,18,0,0,0,0,4,4,4,4,0,0,1,1,0,0
2321,31030,4034,Yucatán,Dzitás,58,0,0,0,4,4,8,10,4,11,2,7,3,4,1
2322,31031,2840,Yucatán,Dzoncauich,8,0,0,0,0,2,1,1,1,0,1,0,0,2,0
2323,31032,17300,Yucatán,Espita,116,0,0,1,6,5,21,30,15,11,6,16,4,1,0
2324,31033,21620,Yucatán,Halachó,80,0,0,5,5,3,35,1,6,4,0,0,5,14,2
2325,31034,6607,Yucatán,Hocabá,36,0,0,1,14,6,6,4,2,0,1,2,0,0,0
2326,31035,6358,Yucatán,Hoctún,38,0,0,0,1,11,11,5,1,1,0,1,1,2,4
2327,31036,8243,Yucatán,Homún,31,0,0,0,3,3,4,3,0,2,1,1,3,9,2
2328,31037,5578,Yucatán,Huhí,24,0,0,2,2,7,4,5,1,1,0,0,2,0,0
2329,31038,34856,Yucatán,Hunucmá,205,0,0,18,22,42,33,27,14,13,6,6,8,12,4
2330,31039,4390,Yucatán,Ixil,19,0,0,0,0,3,2,4,5,0,0,2,2,1,0
2331,31040,28872,Yucatán,Izamal,182,0,0,4,14,19,45,17,21,14,10,13,8,11,6
2332,31041,108918,Yucatán,Kanasín,848,0,1,14,71,119,139,80,59,45,50,70,88,83,29
2333,31042,5813,Yucatán,Kantunil,9,0,0,1,0,2,1,1,1,0,1,0,1,1,0
2334,31043,3307,Yucatán,Kaua,36,0,0,0,14,4,3,2,2,2,5,3,1,0,0
2335,31044,7657,Yucatán,Kinchil,34,0,0,5,4,6,10,2,2,0,0,2,0,3,0
2336,31045,2726,Yucatán,Kopomá,16,0,0,0,7,0,2,0,0,0,0,1,6,0,0
2337,31046,3371,Yucatán,Mama,17,0,0,7,0,3,0,1,0,1,0,1,3,1,0
2338,31047,6001,Yucatán,Maní,18,0,0,0,1,4,2,3,2,1,1,1,3,0,0
2339,31048,24331,Yucatán,Maxcanú,131,0,0,7,23,15,29,10,12,6,1,3,8,16,1
2340,31049,3901,Yucatán,Mayapán,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2341,31050,963861,Yucatán,Mérida,21050,0,64,338,737,1617,3331,2523,2094,1904,1804,1950,2403,1721,564
2342,31051,3513,Yucatán,Mocochá,23,0,0,0,2,0,2,4,2,1,1,1,4,5,1
2343,31052,39052,Yucatán,Motul,305,0,0,1,9,28,69,38,18,16,22,42,31,21,10
2344,31053,13571,Yucatán,Muna,90,0,0,2,3,19,22,13,12,5,1,1,2,7,3
2345,31054,3074,Yucatán,Muxupip,25,0,0,3,1,4,1,4,2,0,0,4,2,4,0
2346,31055,7249,Yucatán,Opichén,21,0,0,3,1,3,8,1,0,3,0,1,0,1,0
2347,31056,33191,Yucatán,Oxkutzcab,110,0,0,0,7,6,45,17,11,7,2,2,3,8,2
2348,31057,8254,Yucatán,Panabá,48,0,0,0,1,2,0,9,23,3,5,0,1,3,1
2349,31058,26894,Yucatán,Peto,287,0,0,2,4,20,52,55,55,21,10,11,47,9,1
2350,31059,63037,Yucatán,Progreso,870,0,0,3,20,48,113,119,128,54,35,61,121,120,48
2351,31060,1028,Yucatán,Quintana Roo,7,0,0,0,1,0,0,5,0,0,0,1,0,0,0
2352,31061,3811,Yucatán,Río Lagartos,60,0,0,0,0,0,21,8,1,12,3,0,3,7,5
2353,31062,5157,Yucatán,Sacalum,25,0,0,4,2,2,4,8,1,2,0,0,0,1,1
2354,31063,5540,Yucatán,Samahil,45,0,0,2,14,12,7,6,0,2,0,0,1,1,0
2355,31064,1829,Yucatán,Sanahcat,8,0,0,4,0,0,0,0,2,0,0,0,1,1,0
2356,31065,2072,Yucatán,San Felipe,113,0,0,0,0,1,11,25,23,3,34,4,5,7,0
2357,31066,4278,Yucatán,Santa Elena,28,0,0,0,1,0,5,9,6,0,3,1,2,1,0
2358,31067,10360,Yucatán,Seyé,51,0,0,3,8,5,15,3,2,1,3,1,5,4,1
2359,31068,3377,Yucatán,Sinanché,15,0,0,1,2,0,6,0,2,1,0,0,2,1,0
2360,31069,9485,Yucatán,Sotuta,11,0,0,0,0,2,0,1,0,3,1,0,1,3,0
