,cve_ent,poblacion,Nom_Ent,nom_mun,Total,febrero20,marzo20,abril20,mayo20,junio20,julio20,agosto20,septiembre20,octubre20,noviembre20,diciembre20,enero21,febrero21,marzo21
1884,25015,86932,Sinaloa,Salvador Alvarado,1217,0,5,22,191,313,110,47,54,49,32,75,230,78,11
1885,25016,22273,Sinaloa,San Ignacio,62,0,0,3,5,11,3,23,8,2,0,1,3,3,0
1886,25017,94901,Sinaloa,Sinaloa,463,0,1,11,20,101,70,47,27,36,29,28,68,21,4
1887,25018,160045,Sinaloa,Navolato,1028,0,4,41,112,96,178,114,86,62,42,78,93,92,30
1888,26001,3025,Sonora,Aconchi,32,0,0,0,0,3,3,5,6,0,4,4,7,0,0
1889,26002,88530,Sonora,Agua Prieta,1151,0,0,4,55,230,325,118,16,60,217,85,22,12,7
1890,26003,27922,Sonora,Alamos,224,0,0,0,4,28,16,9,9,11,15,34,67,25,6
1891,26004,10309,Sonora,Altar,73,0,0,0,12,17,8,4,6,9,7,3,4,0,3
1892,26005,1284,Sonora,Arivechi,24,0,0,0,1,0,0,0,0,0,7,6,7,3,0
1893,26006,2958,Sonora,Arizpe,34,0,0,0,0,12,0,0,0,0,7,10,4,1,0
1894,26007,638,Sonora,Atil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,26008,1220,Sonora,Bacadéhuachi,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0
1896,26009,862,Sonora,Bacanora,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0
1897,26010,1537,Sonora,Bacerac,8,0,0,0,0,3,0,0,0,0,0,2,1,2,0
1898,26011,1736,Sonora,Bacoachi,51,0,0,0,0,15,3,0,2,3,3,12,11,2,0
1899,26012,24900,Sonora,Bácum,268,0,0,0,12,20,58,59,10,5,5,15,65,18,1
1900,26013,1797,Sonora,Banámichi,14,0,0,0,0,0,1,1,0,1,5,0,6,0,0
1901,26014,3676,Sonora,Baviácora,132,0,0,0,1,6,20,1,3,2,16,44,33,6,0
1902,26015,1629,Sonora,Bavispe,8,0,0,0,4,2,0,0,0,0,1,0,1,0,0
1903,26016,5580,Sonora,Benjamín Hill,39,0,0,0,1,12,4,5,2,2,4,6,2,1,0
1904,26017,92177,Sonora,Caborca,2774,1,0,17,82,401,566,267,168,120,231,385,369,114,53
1905,26018,468994,Sonora,Cajeme,9384,0,4,29,775,1387,1236,980,480,393,522,1225,1596,616,141
1906,26019,38103,Sonora,Cananea,1928,0,0,0,30,95,204,84,117,355,533,322,158,25,5
1907,26020,5305,Sonora,Carbó,15,0,0,1,1,0,1,4,0,0,0,2,4,1,1
1908,26021,2122,Sonora,La Colorada,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1909,26022,1066,Sonora,Cucurpe,11,0,0,0,0,0,1,0,2,4,1,0,2,0,1
1910,26023,6755,Sonora,Cumpas,69,0,0,0,1,5,6,3,1,11,23,10,8,1,0
1911,26024,817,Sonora,Divisaderos,5,0,0,0,0,2,2,1,0,0,0,0,0,0,0
1912,26025,60631,Sonora,Empalme,1192,0,0,0,6,81,176,287,46,32,56,94,225,155,34
1913,26026,66633,Sonora,Etchojoa,671,0,0,6,13,44,94,111,131,112,16,58,43,38,5
1914,26027,9356,Sonora,Fronteras,44,0,0,0,0,11,2,0,4,10,10,5,1,0,1
1915,26028,1170,Sonora,Granados,15,0,0,0,0,4,0,0,1,2,3,1,4,0,0
1916,26029,171035,Sonora,Guaymas,3149,0,2,11,77,383,760,550,286,113,105,202,320,250,90
1917,26030,946054,Sonora,Hermosillo,32424,0,17,110,1439,3282,5972,3436,2125,2068,2727,6172,3797,1102,177
1918,26031,1411,Sonora,Huachinera,7,0,0,0,0,1,0,0,0,0,0,1,4,1,0
1919,26032,990,Sonora,Huásabas,8,0,0,0,0,1,0,1,0,0,3,1,0,2,0
1920,26033,86918,Sonora,Huatabampo,1295,0,0,17,18,94,224,136,174,99,70,130,199,125,9
1921,26034,1091,Sonora,Huépac,5,0,0,0,0,1,0,0,0,0,2,1,0,1,0
1922,26035,13843,Sonora,Imuris,92,0,0,1,0,10,21,22,7,2,9,10,7,3,0
1923,26036,33896,Sonora,Magdalena,571,0,1,2,29,80,120,34,25,38,88,83,25,39,7
1924,26037,1324,Sonora,Mazatán,6,0,0,0,1,0,0,0,0,0,0,0,1,4,0
1925,26038,5400,Sonora,Moctezuma,68,0,0,0,2,9,9,4,1,9,16,11,6,1,0
1926,26039,6756,Sonora,Naco,36,0,0,0,0,4,6,3,4,9,5,3,2,0,0
1927,26040,2172,Sonora,Nácori Chico,27,0,0,0,0,6,0,0,0,0,7,0,14,0,0
1928,26041,14231,Sonora,Nacozari de García,323,0,0,0,31,8,20,12,28,54,89,47,23,9,2
1929,26042,177079,Sonora,Navojoa,2930,0,4,12,192,330,585,312,219,215,178,409,308,135,31
1930,26043,253486,Sonora,Nogales,4378,0,1,31,500,1098,603,253,148,193,493,525,386,122,25
1931,26044,493,Sonora,Onavas,6,0,0,0,1,1,4,0,0,0,0,0,0,0,0
1932,26045,2949,Sonora,Opodepe,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1933,26046,432,Sonora,Oquitoa,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1934,26047,10159,Sonora,Pitiquito,219,0,0,0,9,29,51,15,19,9,4,42,13,9,19
1935,26048,72279,Sonora,Puerto Peñasco,487,0,0,2,7,33,61,56,83,31,45,82,48,39,0
1936,26049,3120,Sonora,Quiriego,14,0,0,0,2,3,0,1,2,0,1,1,4,0,0
1937,26050,1653,Sonora,Rayón,11,0,0,0,0,3,1,1,0,0,0,3,3,0,0
1938,26051,5488,Sonora,Rosario,67,0,0,0,1,2,19,20,2,1,1,1,16,4,0
1939,26052,6122,Sonora,Sahuaripa,165,0,0,0,1,10,3,1,3,0,63,8,52,4,20
1940,26053,449,Sonora,San Felipe de Jesús,5,0,0,0,0,1,2,1,0,0,0,1,0,0,0
1941,26054,679,Sonora,San Javier,6,0,0,0,0,0,3,0,0,0,0,0,1,2,0
1942,26055,206982,Sonora,San Luis Río Colorado,3144,0,8,162,339,500,505,375,144,108,283,341,235,125,19
1943,26056,10070,Sonora,San Miguel de Horcasitas,18,0,0,0,4,10,1,1,1,0,1,0,0,0,0
1944,26057,1648,Sonora,San Pedro de la Cueva,13,0,0,0,0,0,0,0,0,0,0,0,12,1,0
1945,26058,17813,Sonora,Santa Ana,360,0,0,0,16,50,34,11,14,18,76,80,39,13,9
1946,26059,2031,Sonora,Santa Cruz,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1947,26060,1736,Sonora,Sáric,26,0,1,2,0,1,1,0,0,0,17,0,3,1,0
1948,26061,1474,Sonora,Soyopa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1949,26062,1222,Sonora,Suaqui Grande,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1950,26063,1515,Sonora,Tepache,10,0,0,0,0,2,0,0,0,0,0,3,5,0,0
1951,26064,1763,Sonora,Trincheras,14,0,0,0,0,6,0,0,5,1,1,1,0,0,0
1952,26065,1329,Sonora,Tubutama,6,0,0,0,1,0,4,0,0,0,0,0,0,1,0
1953,26066,9577,Sonora,Ures,90,0,0,0,5,6,17,6,6,5,15,14,14,2,0
1954,26067,1693,Sonora,Villa Hidalgo,15,0,0,0,0,4,1,0,0,5,1,0,3,1,0
1955,26068,1263,Sonora,Villa Pesqueira,6,0,0,1,0,0,1,2,0,0,0,0,2,0,0
1956,26069,6387,Sonora,Yécora,45,0,0,0,0,2,20,1,0,0,3,0,12,6,1
1957,26070,18481,Sonora,General Plutarco Elías Calles,192,0,0,1,14,33,24,15,21,2,19,36,13,11,3
1958,26071,23843,Sonora,Benito Juárez,175,0,0,0,12,14,23,38,29,1,4,8,34,6,6
1959,26072,15677,Sonora,San Ignacio Río Muerto,157,0,0,0,0,13,33,39,14,4,2,10,24,17,1
1960,27001,64346,Tabasco,Balancán,833,0,0,7,34,176,302,112,20,17,15,16,80,48,6
1961,27002,276096,Tabasco,Cárdenas,4307,0,3,79,203,533,451,418,341,147,163,404,919,520,126
1962,27003,117902,Tabasco,Centla,1192,0,0,16,80,181,235,132,63,41,44,117,186,75,22
1963,27004,739611,Tabasco,Centro,29269,0,52,692,1785,3067,5031,2898,1904,1259,1807,4433,4011,1847,483
1964,27005,217559,Tabasco,Comalcalco,2198,0,5,54,139,323,424,195,103,58,109,264,299,168,57
1965,27006,148165,Tabasco,Cunduacán,2173,0,0,33,123,291,521,228,112,80,83,178,272,182,70
1966,27007,32992,Tabasco,Emiliano Zapata,702,0,2,3,25,121,233,55,14,14,34,32,98,53,18
1967,27008,200660,Tabasco,Huimanguillo,1575,0,1,29,80,261,279,128,78,44,87,154,212,177,45
1968,27009,41267,Tabasco,Jalapa,847,0,1,25,59,141,175,104,55,12,18,95,109,43,10
1969,27010,94252,Tabasco,Jalpa de Méndez,2474,0,1,39,130,356,463,218,183,103,119,296,384,143,39
1970,27011,32829,Tabasco,Jonuta,423,0,0,1,19,43,209,84,16,5,7,17,9,6,7
1971,27012,177047,Tabasco,Macuspana,2808,0,0,31,228,505,660,308,108,76,119,203,321,211,38
1972,27013,149256,Tabasco,Nacajuca,4852,0,7,82,290,539,902,483,323,221,307,633,630,343,92
1973,27014,101901,Tabasco,Paraíso,1869,0,1,57,80,223,311,132,65,75,151,218,308,201,47
1974,27015,52105,Tabasco,Tacotalpa,728,0,0,11,39,211,165,38,20,24,22,21,133,33,11
1975,27016,62448,Tabasco,Teapa,866,0,0,9,94,232,234,34,22,17,16,56,92,52,8
1976,27017,63851,Tabasco,Tenosique,1594,0,1,4,104,236,479,198,54,30,36,61,187,125,79
1977,28001,12768,Tamaulipas,Abasolo,38,0,0,0,0,2,6,6,7,4,1,1,7,4,0
1978,28002,30886,Tamaulipas,Aldama,250,0,0,1,10,8,12,20,20,20,18,34,82,23,2
1979,28003,255602,Tamaulipas,Altamira,4006,0,1,19,79,333,845,569,429,312,365,333,516,169,36
1980,28004,10384,Tamaulipas,Antiguo Morelos,48,0,0,0,0,0,6,5,4,0,2,3,26,2,0
1981,28005,4735,Tamaulipas,Burgos,11,0,0,0,0,1,4,1,0,0,0,1,3,1,0
1982,28006,8446,Tamaulipas,Bustamante,10,0,0,0,0,3,1,2,0,1,0,0,1,1,1
1983,28007,16332,Tamaulipas,Camargo,134,0,0,1,4,7,26,29,4,4,19,17,13,10,0
1984,28008,4410,Tamaulipas,Casas,10,0,0,0,0,2,1,0,0,2,2,3,0,0,0
1985,28009,223413,Tamaulipas,Ciudad Madero,4882,0,3,75,199,482,961,683,419,261,392,534,637,192,44
1986,28010,1998,Tamaulipas,Cruillas,5,0,0,0,0,0,0,2,0,0,0,0,1,2,0
1987,28011,9689,Tamaulipas,Gómez Farías,56,0,0,1,0,3,5,10,10,0,3,4,15,4,1
1988,28012,46374,Tamaulipas,González,142,0,0,1,1,6,21,9,18,16,7,18,31,12,2
1989,28013,16524,Tamaulipas,Güémez,58,0,0,2,12,0,4,11,2,9,8,0,7,3,0
1990,28014,4786,Tamaulipas,Guerrero,38,0,0,0,0,4,5,2,0,1,9,3,7,6,1
1991,28015,16640,Tamaulipas,Gustavo Díaz Ordaz,47,0,0,0,6,7,11,5,4,5,2,1,5,1,0
1992,28016,24504,Tamaulipas,Hidalgo,35,0,0,0,0,1,4,4,1,9,4,1,6,4,1
1993,28017,16350,Tamaulipas,Jaumave,97,0,0,0,0,0,7,10,13,6,7,16,20,11,7
1994,28018,8538,Tamaulipas,Jiménez,16,0,0,0,0,3,1,2,1,3,1,0,2,2,1
1995,28019,17892,Tamaulipas,Llera,35,0,0,0,0,2,5,1,3,3,5,4,9,3,0
1996,28020,2684,Tamaulipas,Mainero,7,0,0,0,0,0,0,0,0,2,3,1,1,0,0
1997,28021,125639,Tamaulipas,El Mante,1887,0,1,5,38,124,391,323,260,122,116,142,265,81,19
1998,28022,546115,Tamaulipas,Matamoros,7946,0,5,115,416,1053,1919,986,624,433,407,547,1003,349,89
1999,28023,4140,Tamaulipas,Méndez,9,0,0,0,0,0,8,1,0,0,0,0,0,0,0
2000,28024,4434,Tamaulipas,Mier,88,0,0,0,0,13,5,6,7,3,4,3,35,11,1
2001,28025,29033,Tamaulipas,Miguel Alemán,540,0,0,0,1,18,146,73,35,52,43,64,64,35,9
2002,28026,3817,Tamaulipas,Miquihuana,4,0,0,0,0,1,0,0,0,0,0,0,1,2,0
2003,28027,421295,Tamaulipas,Nuevo Laredo,4862,0,2,49,216,566,916,493,211,213,297,512,1093,254,40
2004,28028,3738,Tamaulipas,Nuevo Morelos,21,0,0,0,0,1,5,9,0,1,1,1,3,0,0
2005,28029,14524,Tamaulipas,Ocampo,56,0,0,0,0,1,12,8,4,8,2,4,15,1,1
2006,28030,14808,Tamaulipas,Padilla,108,0,0,0,28,11,10,9,7,6,2,5,22,7,1
2007,28031,1840,Tamaulipas,Palmillas,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2008,28032,686670,Tamaulipas,Reynosa,8192,0,3,44,269,2075,2098,474,297,265,299,662,1124,491,91
2009,28033,133206,Tamaulipas,Río Bravo,1036,0,1,15,62,295,245,50,17,27,43,36,167,64,14
2010,28034,9433,Tamaulipas,San Carlos,33,0,0,0,1,0,5,3,1,1,4,0,1,5,12
2011,28035,59215,Tamaulipas,San Fernando,643,0,0,0,13,27,161,92,103,40,20,54,100,27,6
2012,28036,1100,Tamaulipas,San Nicolás,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,28037,26467,Tamaulipas,Soto la Marina,217,0,0,0,2,12,62,20,1,17,4,21,59,11,8
2014,28038,334535,Tamaulipas,Tampico,8417,0,6,93,237,812,1742,1128,803,472,676,957,1110,318,63
2015,28039,30885,Tamaulipas,Tula,117,0,0,2,4,2,28,6,5,1,5,10,31,20,3
2016,28040,67965,Tamaulipas,Valle Hermoso,712,0,0,1,16,85,197,106,48,33,47,60,103,12,4
2017,28041,367051,Tamaulipas,Victoria,7507,0,2,117,123,434,920,988,868,762,732,793,1297,378,93
2018,28042,6563,Tamaulipas,Villagrán,13,0,0,0,0,2,5,0,1,0,1,1,2,1,0
2019,28043,25174,Tamaulipas,Xicoténcatl,200,0,0,9,1,8,49,31,18,29,13,7,33,0,2
2020,29001,12018,Tlaxcala,Amaxac de Guerrero,194,0,0,3,14,13,39,22,7,8,8,13,43,21,3
2021,29002,16266,Tlaxcala,Apetatitlán de Antonio Carvajal,313,0,0,3,19,36,56,14,16,20,14,46,64,23,2
2022,29003,7030,Tlaxcala,Atlangatepec,44,0,0,2,1,6,10,2,4,1,1,6,8,3,0
2023,29004,18578,Tlaxcala,Atltzayanca,49,0,0,1,6,6,12,5,5,1,2,1,4,6,0
2024,29005,85176,Tlaxcala,Apizaco,2094,0,1,18,85,165,293,211,111,74,124,329,470,184,29
2025,29006,51966,Tlaxcala,Calpulalpan,403,0,0,13,26,24,65,58,30,14,20,35,79,30,9
2026,29007,18281,Tlaxcala,El Carmen Tequexquitla,79,0,0,1,9,10,24,7,7,2,1,1,12,3,2
2027,29008,16363,Tlaxcala,Cuapiaxtla,62,0,0,3,5,19,11,2,3,0,2,5,8,3,1
2028,29009,5720,Tlaxcala,Cuaxomulco,79,0,0,0,2,6,11,5,7,4,6,14,12,10,2
2029,29010,77435,Tlaxcala,Chiautempan,1230,0,0,10,71,170,159,79,49,44,73,132,290,139,14
2030,29011,4905,Tlaxcala,Muñoz de Domingo Arenas,36,0,0,0,2,4,6,5,4,0,1,3,9,2,0
2031,29012,9409,Tlaxcala,Españita,36,0,0,0,4,2,5,4,0,0,1,2,11,6,1
2032,29013,100247,Tlaxcala,Huamantla,916,0,0,18,37,114,159,88,61,13,41,106,157,107,15
2033,29014,15578,Tlaxcala,Hueyotlipan,85,0,0,13,11,8,7,4,3,3,2,15,10,7,2
2034,29015,41831,Tlaxcala,Ixtacuixtla de Mariano Matamoros,451,0,0,1,23,33,34,44,41,34,20,60,93,59,9
2035,29016,7759,Tlaxcala,Ixtenco,79,0,0,1,4,5,23,5,5,3,5,3,14,11,0
2036,29017,11601,Tlaxcala,Mazatecochco de José María Morelos,36,0,0,1,6,7,1,2,2,2,2,6,3,2,2
2037,29018,41267,Tlaxcala,Contla de Juan Cuamatzi,473,0,0,2,35,68,105,52,21,14,16,46,87,26,1
2038,29019,22733,Tlaxcala,Tepetitla de Lardizábal,147,0,0,3,11,22,7,13,10,8,6,22,20,19,6
2039,29020,10588,Tlaxcala,Sanctórum de Lázaro Cárdenas,42,0,0,0,3,8,6,5,0,2,1,7,5,4,1
2040,29021,19402,Tlaxcala,Nanacamilpa de Mariano Arista,111,0,0,2,9,10,13,9,8,1,6,16,25,11,1
2041,29022,6934,Tlaxcala,Acuamanala de Miguel Hidalgo,91,0,0,0,8,0,10,7,2,2,3,14,33,10,2
2042,29023,27294,Tlaxcala,Natívitas,208,0,0,7,17,20,34,22,7,7,11,30,32,15,6
2043,29024,29017,Tlaxcala,Panotla,363,0,0,10,18,23,49,27,19,17,16,60,79,32,13
2044,29025,82542,Tlaxcala,San Pablo del Monte,510,0,0,12,47,52,57,54,13,17,18,52,103,67,18
2045,29026,22062,Tlaxcala,Santa Cruz Tlaxcala,300,0,1,3,13,28,44,43,4,8,32,29,55,40,0
2046,29027,13938,Tlaxcala,Tenancingo,144,0,0,2,11,20,17,11,2,4,10,12,35,17,3
2047,29028,26065,Tlaxcala,Teolocholco,318,0,0,6,13,20,34,14,12,15,9,25,105,54,11
2048,29029,14396,Tlaxcala,Tepeyanco,244,0,1,5,14,11,23,28,21,5,14,20,72,29,1
2049,29030,16330,Tlaxcala,Terrenate,103,0,0,0,2,7,11,10,8,12,15,13,18,6,1
2050,29031,34866,Tlaxcala,Tetla de la Solidaridad,397,0,0,8,7,32,50,36,21,24,20,55,96,46,2
2051,29032,15237,Tlaxcala,Tetlatlahuca,110,0,0,0,7,20,16,12,7,4,4,12,19,7,2
2052,29033,103435,Tlaxcala,Tlaxcala,3229,0,2,31,164,316,425,282,178,152,237,480,624,293,45
2053,29034,45726,Tlaxcala,Tlaxco,371,0,0,8,16,24,73,42,31,5,12,27,87,35,11
2054,29035,6306,Tlaxcala,Tocatlán,77,0,0,1,6,4,13,12,6,0,1,4,12,17,1
2055,29036,24161,Tlaxcala,Totolac,387,0,0,2,28,43,61,26,20,15,25,41,75,45,6
2056,29037,9486,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,44,0,0,0,12,4,10,4,1,3,3,0,3,4,0
2057,29038,18563,Tlaxcala,Tzompantepec,304,0,0,0,7,25,39,26,29,25,19,39,52,35,8
2058,29039,25784,Tlaxcala,Xaloztoc,273,0,0,4,3,25,45,27,11,9,20,43,55,30,1
2059,29040,11627,Tlaxcala,Xaltocan,133,0,0,1,12,10,14,20,9,6,4,13,28,11,5
2060,29041,32591,Tlaxcala,Papalotla de Xicohténcatl,380,0,0,7,20,33,39,34,16,16,13,39,91,59,13
2061,29042,14770,Tlaxcala,Xicohtzinco,215,0,0,3,14,9,31,14,6,9,16,28,48,29,8
2062,29043,41773,Tlaxcala,Yauhquemehcan,563,0,0,9,33,52,55,43,34,25,48,91,116,46,11
2063,29044,47148,Tlaxcala,Zacatelco,910,0,1,17,45,87,82,87,58,46,59,77,217,119,15
2064,29045,6446,Tlaxcala,Benito Juárez,21,0,0,0,0,2,1,6,2,0,0,0,4,5,1
2065,29046,4836,Tlaxcala,Emiliano Zapata,12,0,0,1,0,1,4,0,0,0,0,0,3,2,1
2066,29047,3282,Tlaxcala,Lázaro Cárdenas,28,0,0,0,0,3,2,6,4,3,0,2,5,2,1
2067,29048,19967,Tlaxcala,La Magdalena Tlaltelulco,176,0,0,0,12,21,27,11,12,6,7,24,39,15,2
2068,29049,6022,Tlaxcala,San Damián Texóloc,44,0,0,1,1,9,4,4,3,1,3,4,10,4,0
2069,29050,11502,Tlaxcala,San Francisco Tetlanohcan,95,0,0,2,4,10,18,8,2,3,6,12,19,8,3
2070,29051,4107,Tlaxcala,San Jerónimo Zacualpan,58,0,0,1,3,1,3,5,9,2,4,6,16,7,1
2071,29052,6421,Tlaxcala,San José Teacalco,43,0,0,1,8,5,7,4,1,3,5,1,7,1,0
2072,29053,8053,Tlaxcala,San Juan Huactzinco,78,0,0,2,6,11,14,9,7,1,0,10,17,1,0
2073,29054,6031,Tlaxcala,San Lorenzo Axocomanitla,80,0,0,1,7,2,7,11,2,1,3,7,25,13,1
2074,29055,3328,Tlaxcala,San Lucas Tecopilco,29,0,0,0,1,0,1,6,3,0,0,7,10,1,0
2075,29056,8337,Tlaxcala,Santa Ana Nopalucan,78,0,0,4,12,10,5,7,3,8,3,10,13,2,1
2076,29057,4944,Tlaxcala,Santa Apolonia Teacalco,37,0,0,0,0,7,3,3,0,1,2,4,14,3,0
2077,29058,9500,Tlaxcala,Santa Catarina Ayometla,117,0,0,2,5,8,8,12,6,3,9,18,26,15,5
2078,29059,7664,Tlaxcala,Santa Cruz Quilehtla,39,0,0,2,0,3,4,3,2,0,4,3,12,5,1
2079,29060,5367,Tlaxcala,Santa Isabel Xiloxoxtla,53,0,1,6,4,1,8,7,0,1,1,4,13,7,0
2080,30001,9131,Veracruz de Ignacio de la Llave,Acajete,23,0,0,1,0,1,2,3,1,2,3,2,3,5,0
2081,30002,3344,Veracruz de Ignacio de la Llave,Acatlán,10,0,0,0,1,3,2,1,1,0,0,0,1,1,0
2082,30003,91195,Veracruz de Ignacio de la Llave,Acayucan,224,0,0,4,17,55,58,16,8,5,11,5,19,24,2
2083,30004,45818,Veracruz de Ignacio de la Llave,Actopan,135,0,0,1,3,16,21,23,19,6,6,17,11,12,0
2084,30005,5690,Veracruz de Ignacio de la Llave,Acula,21,0,0,0,3,0,7,2,4,0,1,1,2,1,0
2085,30006,23921,Veracruz de Ignacio de la Llave,Acultzingo,71,0,0,0,3,6,12,12,3,7,3,7,12,4,2
2086,30007,6820,Veracruz de Ignacio de la Llave,Camarón de Tejeda,10,0,0,0,0,0,2,1,0,1,0,1,4,1,0
2087,30008,10563,Veracruz de Ignacio de la Llave,Alpatláhuac,8,0,0,0,0,0,1,1,1,0,0,1,4,0,0
2088,30009,30740,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,43,0,0,0,0,1,9,12,4,5,1,2,6,3,0
2089,30010,68340,Veracruz de Ignacio de la Llave,Altotonga,92,0,0,0,1,15,14,10,11,5,7,11,12,3,3
2090,30011,56635,Veracruz de Ignacio de la Llave,Alvarado,406,0,0,14,24,54,109,36,31,28,27,12,33,29,9
2091,30012,8469,Veracruz de Ignacio de la Llave,Amatitlán,59,0,0,1,1,9,14,9,2,1,6,3,10,3,0
2092,30013,30103,Veracruz de Ignacio de la Llave,Naranjos Amatlán,80,0,0,1,14,10,9,4,5,2,0,5,22,8,0
2093,30014,48007,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,206,0,0,4,5,47,45,17,7,16,17,22,14,10,2
2094,30015,35909,Veracruz de Ignacio de la Llave,Angel R. Cabada,163,0,0,2,11,19,20,21,16,12,5,14,25,18,0
2095,30016,28481,Veracruz de Ignacio de la Llave,La Antigua,674,0,1,2,25,83,208,105,69,51,16,38,55,19,2
2096,30017,4288,Veracruz de Ignacio de la Llave,Apazapan,5,0,0,0,0,0,2,1,1,0,0,1,0,0,0
2097,30018,1969,Veracruz de Ignacio de la Llave,Aquila,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2098,30019,6685,Veracruz de Ignacio de la Llave,Astacinga,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2099,30020,11318,Veracruz de Ignacio de la Llave,Atlahuilco,35,0,0,0,0,1,4,1,8,5,3,2,4,1,6
2100,30021,25040,Veracruz de Ignacio de la Llave,Atoyac,79,0,0,0,5,19,13,8,2,5,2,2,4,16,3
2101,30022,22414,Veracruz de Ignacio de la Llave,Atzacan,115,0,0,1,2,14,22,9,10,9,13,5,20,8,2
2102,30023,52831,Veracruz de Ignacio de la Llave,Atzalan,51,0,0,0,3,3,13,5,3,0,1,3,15,3,2
2103,30024,16443,Veracruz de Ignacio de la Llave,Tlaltetela,9,0,0,0,0,1,0,1,2,1,0,1,2,0,1
2104,30025,28005,Veracruz de Ignacio de la Llave,Ayahualulco,22,0,0,3,5,2,3,2,3,0,0,1,0,3,0
2105,30026,24692,Veracruz de Ignacio de la Llave,Banderilla,154,0,0,0,2,14,20,26,8,1,4,9,53,13,4
2106,30027,18423,Veracruz de Ignacio de la Llave,Benito Juárez,12,0,0,0,0,3,3,0,1,0,1,1,2,1,0
2107,30028,152810,Veracruz de Ignacio de la Llave,Boca del Río,1381,0,14,50,144,188,210,144,123,76,58,94,208,66,6
2108,30029,13500,Veracruz de Ignacio de la Llave,Calcahualco,10,0,0,0,0,1,4,1,2,1,0,0,0,1,0
2109,30030,44880,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,460,0,0,0,6,29,107,59,50,38,22,29,67,46,7
2110,30031,17803,Veracruz de Ignacio de la Llave,Carrillo Puerto,23,0,0,0,1,3,5,4,1,1,1,2,3,2,0
2111,30032,52134,Veracruz de Ignacio de la Llave,Catemaco,100,0,0,1,3,20,31,4,1,4,1,6,15,10,4
2112,30033,24958,Veracruz de Ignacio de la Llave,Cazones de Herrera,63,0,0,3,4,4,11,6,4,7,11,5,7,1,0
2113,30034,28541,Veracruz de Ignacio de la Llave,Cerro Azul,93,0,0,4,4,13,20,8,6,1,2,16,15,4,0
2114,30035,12474,Veracruz de Ignacio de la Llave,Citlaltépetl,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2115,30036,10965,Veracruz de Ignacio de la Llave,Coacoatzintla,33,0,0,0,10,3,1,3,4,4,1,2,3,2,0
2116,30037,8852,Veracruz de Ignacio de la Llave,Coahuitlán,4,0,0,0,0,0,0,1,0,0,0,0,0,1,2
2117,30038,97949,Veracruz de Ignacio de la Llave,Coatepec,437,0,0,2,8,54,91,56,37,15,24,26,73,46,5
2118,30039,339108,Veracruz de Ignacio de la Llave,Coatzacoalcos,3362,0,1,118,483,430,552,263,227,215,128,168,474,260,43
2119,30040,59863,Veracruz de Ignacio de la Llave,Coatzintla,528,0,0,6,48,28,70,52,55,34,41,68,80,40,6
2120,30041,2373,Veracruz de Ignacio de la Llave,Coetzala,9,0,0,0,0,3,0,0,0,0,0,4,2,0,0
2121,30042,5902,Veracruz de Ignacio de la Llave,Colipa,13,0,0,0,0,0,3,1,0,0,0,0,7,2,0
2122,30043,21159,Veracruz de Ignacio de la Llave,Comapa,13,0,0,0,2,1,1,2,1,0,2,0,2,2,0
2123,30044,228703,Veracruz de Ignacio de la Llave,Córdoba,2905,0,0,13,103,597,753,241,196,161,189,204,284,129,35
2124,30045,59870,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,967,0,0,8,51,162,391,127,33,32,36,19,66,34,8
2125,30046,17107,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,18,0,0,0,0,1,5,2,1,1,0,2,3,3,0
2126,30047,60872,Veracruz de Ignacio de la Llave,Coscomatepec,109,0,0,1,1,6,29,22,13,9,3,2,12,9,2
2127,30048,145830,Veracruz de Ignacio de la Llave,Cosoleacaque,583,0,0,15,72,107,104,46,41,28,26,34,66,38,6
2128,30049,21972,Veracruz de Ignacio de la Llave,Cotaxtla,36,0,0,0,2,0,10,7,4,3,1,1,2,5,1
2129,30050,17506,Veracruz de Ignacio de la Llave,Coxquihui,13,0,0,0,1,1,5,0,1,0,1,1,2,1,0
2130,30051,23502,Veracruz de Ignacio de la Llave,Coyutla,14,0,0,1,1,4,2,1,0,1,0,0,3,1,0
